JDK         | OpenJDK | OracleJDK | Temurin
JDK-8303238 | N       | N         | Y      
JDK-8303242 | N       | N         | Y      
JDK-8303244 | N       | N         | Y      
JDK-8303249 | N       | N         | Y      
JDK-8303250 | N       | N         | Y      
JDK-8303252 | N       | N         | Y      
JDK-8303253 | N       | N         | Y      
JDK-8303260 | N       | N         | Y      
JDK-8303261 | N       | N         | Y      
JDK-8303264 | N       | N         | Y      
JDK-8303266 | N       | N         | Y      
JDK-8303267 | N       | N         | Y      
JDK-8303275 | N       | N         | Y      
JDK-8303276 | N       | N         | Y      
JDK-8303278 | N       | N         | Y      
JDK-8303334 | N       | N         | Y      
JDK-8303344 | N       | N         | Y      
JDK-8303349 | N       | N         | Y      
JDK-8303350 | N       | N         | Y      
JDK-8303351 | N       | N         | Y      
JDK-8303354 | N       | N         | Y      
JDK-8303355 | N       | N         | Y      
JDK-8303357 | N       | N         | Y      
JDK-8303362 | N       | N         | Y      
JDK-8303376 | N       | N         | Y      
JDK-8303392 | N       | N         | Y      
JDK-8303401 | N       | N         | Y      
JDK-8303405 | N       | N         | Y      
JDK-8303409 | N       | N         | Y      
JDK-8303410 | N       | N         | Y      
JDK-8303411 | N       | N         | Y      
JDK-8303412 | N       | N         | Y      
JDK-8303413 | N       | N         | Y      
JDK-8303415 | N       | N         | Y      
JDK-8303417 | N       | N         | Y      
JDK-8303418 | N       | N         | Y      
JDK-8303421 | N       | N         | Y      
JDK-8303422 | N       | N         | Y      
JDK-8303431 | N       | N         | Y      
JDK-8303440 | N       | N         | Y      
JDK-8303442 | N       | N         | Y      
JDK-8303443 | N       | N         | Y      
JDK-8303457 | N       | N         | Y      
JDK-8303465 | N       | N         | Y      
JDK-8303466 | N       | N         | Y      
JDK-8303467 | N       | N         | Y      
JDK-8303472 | N       | N         | Y      
JDK-8303473 | N       | N         | Y      
JDK-8303475 | N       | N         | Y      
JDK-8303476 | N       | N         | Y      
JDK-8303480 | N       | N         | Y      
JDK-8303481 | N       | N         | Y      
JDK-8303482 | N       | N         | Y      
JDK-8303485 | N       | N         | Y      
JDK-8303486 | N       | N         | Y      
JDK-8303489 | N       | N         | Y      
JDK-8303495 | N       | N         | Y      
JDK-8303497 | N       | N         | Y      
JDK-8303499 | N       | N         | Y      
JDK-8303508 | N       | N         | Y      
JDK-8303509 | N       | N         | Y      
JDK-8303511 | N       | N         | Y      
JDK-8303512 | N       | N         | Y      
JDK-8303513 | N       | N         | Y      
JDK-8303516 | N       | N         | Y      
JDK-8303523 | N       | N         | Y      
JDK-8303524 | N       | N         | Y      
JDK-8303526 | N       | N         | Y      
JDK-8303527 | N       | N         | Y      
JDK-8303530 | N       | N         | Y      
JDK-8303534 | N       | N         | Y      
JDK-8303539 | N       | N         | Y      
JDK-8303540 | N       | N         | Y      
JDK-8303548 | N       | N         | Y      
JDK-8303562 | N       | N         | Y      
JDK-8303563 | N       | N         | Y      
JDK-8303564 | N       | N         | Y      
JDK-8303575 | N       | N         | Y      
JDK-8303576 | N       | N         | Y      
JDK-8303577 | N       | N         | Y      
JDK-8303582 | N       | N         | Y      
JDK-8303587 | N       | N         | Y      
JDK-8303588 | N       | N         | Y      
JDK-8303604 | N       | N         | Y      
JDK-8303605 | N       | N         | Y      
JDK-8303606 | N       | N         | Y      
JDK-8303607 | N       | N         | Y      
JDK-8303609 | N       | N         | Y      
JDK-8303617 | N       | N         | Y      
JDK-8303621 | N       | N         | Y      
JDK-8303622 | N       | N         | Y      
JDK-8303623 | N       | N         | Y      
JDK-8303624 | N       | N         | Y      
JDK-8303630 | N       | N         | Y      
JDK-8303646 | N       | N         | Y      
JDK-8303648 | N       | N         | Y      
JDK-8303669 | N       | N         | Y      
JDK-8303674 | N       | N         | Y      
JDK-8303678 | N       | N         | Y      
JDK-8303681 | N       | N         | Y      
JDK-8303682 | N       | N         | Y      
JDK-8303684 | N       | N         | Y      
JDK-8303690 | N       | N         | Y      
JDK-8303691 | N       | N         | Y      
JDK-8303697 | N       | N         | Y      
JDK-8303702 | N       | N         | Y      
JDK-8303703 | N       | N         | Y      
JDK-8303705 | N       | N         | Y      
JDK-8303742 | N       | N         | Y      
JDK-8303749 | N       | N         | Y      
JDK-8303760 | N       | N         | Y      
JDK-8303784 | N       | N         | Y      
JDK-8303798 | N       | N         | Y      
JDK-8303799 | N       | N         | Y      
JDK-8303804 | N       | N         | Y      
JDK-8303805 | N       | N         | Y      
JDK-8303809 | N       | N         | Y      
JDK-8303814 | N       | N         | Y      
JDK-8303820 | N       | N         | Y      
JDK-8303822 | N       | N         | Y      
JDK-8303824 | N       | N         | Y      
JDK-8303830 | N       | N         | Y      
JDK-8303833 | N       | N         | Y      
JDK-8303839 | N       | N         | Y      
JDK-8303853 | N       | N         | Y      
JDK-8303861 | N       | N         | Y      
JDK-8303863 | N       | N         | Y      
JDK-8303881 | N       | N         | Y      
JDK-8303882 | N       | N         | Y      
JDK-8303883 | N       | N         | Y      
JDK-8303895 | N       | N         | Y      
JDK-8303900 | N       | N         | Y      
JDK-8303908 | N       | N         | Y      
JDK-8303910 | N       | N         | Y      
JDK-8303912 | N       | N         | Y      
JDK-8303915 | N       | N         | Y      
JDK-8303917 | N       | N         | Y      
JDK-8303919 | N       | N         | Y      
JDK-8303921 | N       | N         | Y      
JDK-8303922 | N       | N         | Y      
JDK-8303923 | N       | N         | Y      
JDK-8303924 | N       | N         | Y      
JDK-8303930 | N       | N         | Y      
JDK-8303937 | N       | N         | Y      
JDK-8303942 | N       | N         | Y      
JDK-8303948 | N       | N         | Y      
JDK-8303949 | N       | N         | Y      
JDK-8303951 | N       | N         | Y      
JDK-8303955 | N       | N         | Y      
JDK-8303963 | N       | N         | Y      
JDK-8303965 | N       | N         | Y      
JDK-8303969 | N       | N         | Y      
JDK-8303973 | N       | N         | Y      
JDK-8304005 | N       | N         | Y      
JDK-8304013 | N       | N         | Y      
JDK-8304014 | N       | N         | Y      
JDK-8304015 | N       | N         | Y      
JDK-8304016 | N       | N         | Y      
JDK-8304017 | N       | N         | Y      
JDK-8304018 | N       | N         | Y      
JDK-8304019 | N       | N         | Y      
JDK-8304028 | N       | N         | Y      
JDK-8304030 | N       | N         | Y      
JDK-8304031 | N       | N         | Y      
JDK-8304033 | N       | N         | Y      
JDK-8304036 | N       | N         | Y      
JDK-8304042 | N       | N         | Y      
JDK-8304054 | N       | N         | Y      
JDK-8304055 | N       | N         | Y      
JDK-8304059 | N       | N         | Y      
JDK-8304063 | N       | N         | Y      
JDK-8304069 | N       | N         | Y      
JDK-8304074 | N       | N         | Y      
JDK-8304089 | N       | N         | Y      
JDK-8304130 | N       | N         | Y      
JDK-8304134 | N       | N         | Y      
JDK-8304136 | N       | N         | Y      
JDK-8304138 | N       | N         | Y      
JDK-8304139 | N       | N         | Y      
JDK-8304144 | N       | N         | Y      
JDK-8304146 | N       | N         | Y      
JDK-8304147 | N       | N         | Y      
JDK-8304148 | N       | N         | Y      
JDK-8304161 | N       | N         | Y      
JDK-8304163 | N       | N         | Y      
JDK-8304164 | N       | N         | Y      
JDK-8304171 | N       | N         | Y      
JDK-8304172 | N       | N         | Y      
JDK-8304174 | N       | N         | Y      
JDK-8304175 | N       | N         | Y      
JDK-8304180 | N       | N         | Y      
JDK-8304225 | N       | N         | Y      
JDK-8304230 | N       | N         | Y      
JDK-8304242 | N       | N         | Y      
JDK-8304258 | N       | N         | Y      
JDK-8304264 | N       | N         | Y      
JDK-8304265 | N       | N         | Y      
JDK-8304267 | N       | N         | Y      
JDK-8304283 | N       | N         | Y      
JDK-8304286 | N       | N         | Y      
JDK-8304287 | N       | N         | Y      
JDK-8304291 | N       | N         | Y      
JDK-8304293 | N       | N         | Y      
JDK-8304295 | N       | N         | Y      
JDK-8304301 | N       | N         | Y      
JDK-8304303 | N       | N         | Y      
JDK-8304314 | N       | N         | Y      
JDK-8304334 | N       | N         | Y      
JDK-8304350 | N       | N         | Y      
JDK-8304353 | N       | N         | Y      
JDK-8304360 | N       | N         | Y      
JDK-8304364 | N       | N         | Y      
JDK-8304367 | N       | N         | Y      
JDK-8304375 | N       | N         | Y      
JDK-8304376 | N       | N         | Y      
JDK-8304387 | N       | N         | Y      
JDK-8304393 | N       | N         | Y      
JDK-8304411 | N       | N         | Y      
JDK-8304412 | N       | N         | Y      
JDK-8304420 | N       | N         | Y      
JDK-8304423 | N       | N         | Y      
JDK-8304425 | N       | N         | Y      
JDK-8304433 | N       | N         | Y      
JDK-8304434 | N       | N         | Y      
JDK-8304436 | N       | N         | Y      
JDK-8304437 | N       | N         | Y      
JDK-8304438 | N       | N         | Y      
JDK-8304443 | N       | N         | Y      
JDK-8304444 | N       | N         | Y      
JDK-8304445 | N       | N         | Y      
JDK-8304448 | N       | N         | Y      
JDK-8304449 | N       | N         | Y      
JDK-8304450 | N       | N         | Y      
JDK-8304460 | N       | N         | Y      
JDK-8304468 | N       | N         | Y      
JDK-8304498 | N       | N         | Y      
JDK-8304501 | N       | N         | Y      
JDK-8304502 | N       | N         | Y      
JDK-8304537 | N       | N         | Y      
JDK-8304541 | N       | N         | Y      
JDK-8304542 | N       | N         | Y      
JDK-8304543 | N       | N         | Y      
JDK-8304547 | N       | N         | Y      
JDK-8304557 | N       | N         | Y      
JDK-8304585 | N       | N         | Y      
JDK-8304591 | N       | N         | Y      
JDK-8304657 | N       | N         | Y      
JDK-8304671 | N       | N         | Y      
JDK-8304676 | N       | N         | Y      
JDK-8304680 | N       | N         | Y      
JDK-8304681 | N       | N         | Y      
JDK-8304683 | N       | N         | Y      
JDK-8304685 | N       | N         | Y      
JDK-8304687 | N       | N         | Y      
JDK-8304689 | N       | N         | Y      
JDK-8304691 | N       | N         | Y      
JDK-8304694 | N       | N         | Y      
JDK-8304696 | N       | N         | Y      
JDK-8304711 | N       | N         | Y      
JDK-8304712 | N       | N         | Y      
JDK-8304716 | N       | N         | Y      
JDK-8304717 | N       | N         | Y      
JDK-8304718 | N       | N         | Y      
JDK-8304720 | N       | N         | Y      
JDK-8304723 | N       | N         | Y      
JDK-8304725 | N       | N         | Y      
JDK-8304736 | N       | N         | Y      
JDK-8304738 | N       | N         | Y      
JDK-8304743 | N       | N         | Y      
JDK-8304745 | N       | N         | Y      
JDK-8304759 | N       | N         | Y      
JDK-8304760 | N       | N         | Y      
JDK-8304761 | N       | N         | Y      
JDK-8304802 | N       | N         | Y      
JDK-8304803 | N       | N         | Y      
JDK-8304804 | N       | N         | Y      
JDK-8304809 | N       | N         | Y      
JDK-8304815 | N       | N         | Y      
JDK-8304818 | N       | N         | Y      
JDK-8304820 | N       | N         | Y      
JDK-8304825 | N       | N         | Y      
JDK-8304828 | N       | N         | Y      
JDK-8304833 | N       | N         | Y      
JDK-8304834 | N       | N         | Y      
JDK-8304836 | N       | N         | Y      
JDK-8304837 | N       | N         | Y      
JDK-8304840 | N       | N         | Y      
JDK-8304844 | N       | N         | Y      
JDK-8304845 | N       | N         | Y      
JDK-8304846 | N       | N         | Y      
JDK-8304867 | N       | N         | Y      
JDK-8304871 | N       | N         | Y      
JDK-8304878 | N       | N         | Y      
JDK-8304880 | N       | N         | Y      
JDK-8304883 | N       | N         | Y      
JDK-8304884 | N       | N         | Y      
JDK-8304888 | N       | N         | Y      
JDK-8304893 | N       | N         | Y      
JDK-8304896 | N       | N         | Y      
JDK-8304898 | N       | N         | Y      
JDK-8304911 | N       | N         | Y      
JDK-8304912 | N       | N         | Y      
JDK-8304913 | N       | N         | Y      
JDK-8304914 | N       | N         | Y      
JDK-8304915 | N       | N         | Y      
JDK-8304918 | N       | N         | Y      
JDK-8304919 | N       | N         | Y      
JDK-8304927 | N       | N         | Y      
JDK-8304928 | N       | N         | Y      
JDK-8304930 | N       | N         | Y      
JDK-8304931 | N       | N         | Y      
JDK-8304932 | N       | N         | Y      
JDK-8304937 | N       | N         | Y      
JDK-8304945 | N       | N         | Y      
JDK-8304948 | N       | N         | Y      
JDK-8304962 | N       | N         | Y      
JDK-8304963 | N       | N         | Y      
JDK-8304976 | N       | N         | Y      
JDK-8304982 | N       | N         | Y      
JDK-8304988 | N       | N         | Y      
JDK-8304989 | N       | N         | Y      
JDK-8304990 | N       | N         | Y      
JDK-8304991 | N       | N         | Y      
JDK-8304993 | N       | N         | Y      
JDK-8304996 | N       | N         | Y      
JDK-8305004 | N       | N         | Y      
JDK-8305008 | N       | N         | Y      
JDK-8305055 | N       | N         | Y      
JDK-8305056 | N       | N         | Y      
JDK-8305060 | N       | N         | Y      
JDK-8305062 | N       | N         | Y      
JDK-8305066 | N       | N         | Y      
JDK-8305073 | N       | N         | Y      
JDK-8305079 | N       | N         | Y      
JDK-8305080 | N       | N         | Y      
JDK-8305081 | N       | N         | Y      
JDK-8305082 | N       | N         | Y      
JDK-8305083 | N       | N         | Y      
JDK-8305084 | N       | N         | Y      
JDK-8305085 | N       | N         | Y      
JDK-8305086 | N       | N         | Y      
JDK-8305089 | N       | N         | Y      
JDK-8305091 | N       | N         | Y      
JDK-8305092 | N       | N         | Y      
JDK-8305093 | N       | N         | Y      
JDK-8305094 | N       | N         | Y      
JDK-8305095 | N       | N         | Y      
JDK-8305098 | N       | N         | Y      
JDK-8305100 | N       | N         | Y      
JDK-8305107 | N       | N         | Y      
JDK-8305111 | N       | N         | Y      
JDK-8305112 | N       | N         | Y      
JDK-8305113 | N       | N         | Y      
JDK-8305118 | N       | N         | Y      
JDK-8305142 | N       | N         | Y      
JDK-8305157 | N       | N         | Y      
JDK-8305169 | N       | N         | Y      
JDK-8305171 | N       | N         | Y      
JDK-8305174 | N       | N         | Y      
JDK-8305189 | N       | N         | Y      
JDK-8305192 | N       | N         | Y      
JDK-8305201 | N       | N         | Y      
JDK-8305202 | N       | N         | Y      
JDK-8305203 | N       | N         | Y      
JDK-8305206 | N       | N         | Y      
JDK-8305207 | N       | N         | Y      
JDK-8305209 | N       | N         | Y      
JDK-8305222 | N       | N         | Y      
JDK-8305223 | N       | N         | Y      
JDK-8305225 | N       | N         | Y      
JDK-8305227 | N       | N         | Y      
JDK-8305233 | N       | N         | Y      
JDK-8305236 | N       | N         | Y      
JDK-8305237 | N       | N         | Y      
JDK-8305242 | N       | N         | Y      
JDK-8305247 | N       | N         | Y      
JDK-8305252 | N       | N         | Y      
JDK-8305310 | N       | N         | Y      
JDK-8305312 | N       | N         | Y      
JDK-8305320 | N       | N         | Y      
JDK-8305323 | N       | N         | Y      
JDK-8305324 | N       | N         | Y      
JDK-8305336 | N       | N         | Y      
JDK-8305343 | N       | N         | Y      
JDK-8305351 | N       | N         | Y      
JDK-8305352 | N       | N         | Y      
JDK-8305356 | N       | N         | Y      
JDK-8305368 | N       | N         | Y      
JDK-8305370 | N       | N         | Y      
JDK-8305387 | N       | N         | Y      
JDK-8305400 | N       | N         | Y      
JDK-8305403 | N       | N         | Y      
JDK-8305404 | N       | N         | Y      
JDK-8305405 | N       | N         | Y      
JDK-8305407 | N       | N         | Y      
JDK-8305414 | N       | N         | Y      
JDK-8305416 | N       | N         | Y      
JDK-8305417 | N       | N         | Y      
JDK-8305419 | N       | N         | Y      
JDK-8305421 | N       | N         | Y      
JDK-8305425 | N       | N         | Y      
JDK-8305442 | N       | N         | Y      
JDK-8305461 | N       | N         | Y      
JDK-8305478 | N       | N         | Y      
JDK-8305480 | N       | N         | Y      
JDK-8305481 | N       | N         | Y      
JDK-8305484 | N       | N         | Y      
JDK-8305485 | N       | N         | Y      
JDK-8305486 | N       | N         | Y      
JDK-8305490 | N       | N         | Y      
JDK-8305500 | N       | N         | Y      
JDK-8305502 | N       | N         | Y      
JDK-8305504 | N       | N         | Y      
JDK-8305505 | N       | N         | Y      
JDK-8305509 | N       | N         | Y      
JDK-8305511 | N       | N         | Y      
JDK-8305520 | N       | N         | Y      
JDK-8305524 | N       | N         | Y      
JDK-8305525 | N       | N         | Y      
JDK-8305529 | N       | N         | Y      
JDK-8305543 | N       | N         | Y      
JDK-8305566 | N       | N         | Y      
JDK-8305578 | N       | N         | Y      
JDK-8305582 | N       | N         | Y      
JDK-8305590 | N       | N         | Y      
JDK-8305591 | N       | N         | Y      
JDK-8305596 | N       | N         | Y      
JDK-8305599 | N       | N         | Y      
JDK-8305600 | N       | N         | Y      
JDK-8305602 | N       | N         | Y      
JDK-8305607 | N       | N         | Y      
JDK-8305608 | N       | N         | Y      
JDK-8305618 | N       | N         | Y      
JDK-8305620 | N       | N         | Y      
JDK-8305622 | N       | N         | Y      
JDK-8305625 | N       | N         | Y      
JDK-8305632 | N       | N         | Y      
JDK-8305634 | N       | N         | Y      
JDK-8305635 | N       | N         | Y      
JDK-8305644 | N       | N         | Y      
JDK-8305646 | N       | N         | Y      
JDK-8305659 | N       | N         | Y      
JDK-8305663 | N       | N         | Y      
JDK-8305664 | N       | N         | Y      
JDK-8305666 | N       | N         | Y      
JDK-8305668 | N       | N         | Y      
JDK-8305670 | N       | N         | Y      
JDK-8305672 | N       | N         | Y      
JDK-8305673 | N       | N         | Y      
JDK-8305678 | N       | N         | Y      
JDK-8305679 | N       | N         | Y      
JDK-8305680 | N       | N         | Y      
JDK-8305688 | N       | N         | Y      
JDK-8305690 | N       | N         | Y      
JDK-8305696 | N       | N         | Y      
JDK-8305710 | N       | N         | Y      
JDK-8305711 | N       | N         | Y      
JDK-8305712 | N       | N         | Y      
JDK-8305714 | N       | N         | Y      
JDK-8305716 | N       | N         | Y      
JDK-8305721 | N       | N         | Y      
JDK-8305728 | N       | N         | Y      
JDK-8305740 | N       | N         | Y      
JDK-8305746 | N       | N         | Y      
JDK-8305748 | N       | N         | Y      
JDK-8305755 | N       | N         | Y      
JDK-8305757 | N       | N         | Y      
JDK-8305758 | N       | N         | Y      
JDK-8305761 | N       | N         | Y      
JDK-8305762 | N       | N         | Y      
JDK-8305763 | N       | N         | Y      
JDK-8305766 | N       | N         | Y      
JDK-8305770 | N       | N         | Y      
JDK-8305771 | N       | N         | Y      
JDK-8305778 | N       | N         | Y      
JDK-8305780 | N       | N         | Y      
JDK-8305781 | N       | N         | Y      
JDK-8305783 | N       | N         | Y      
JDK-8305785 | N       | N         | Y      
JDK-8305787 | N       | N         | Y      
JDK-8305794 | N       | N         | Y      
JDK-8305807 | N       | N         | Y      
JDK-8305808 | N       | N         | Y      
JDK-8305809 | N       | N         | Y      
JDK-8305811 | N       | N         | Y      
JDK-8305815 | N       | N         | Y      
JDK-8305819 | N       | N         | Y      
JDK-8305846 | N       | N         | Y      
JDK-8305847 | N       | N         | Y      
JDK-8305853 | N       | N         | Y      
JDK-8305858 | N       | N         | Y      
JDK-8305874 | N       | N         | Y      
JDK-8305875 | N       | N         | Y      
JDK-8305880 | N       | N         | Y      
JDK-8305892 | N       | N         | Y      
JDK-8305900 | N       | N         | Y      
JDK-8305902 | N       | N         | Y      
JDK-8305906 | N       | N         | Y      
JDK-8305919 | N       | N         | Y      
JDK-8305922 | N       | N         | Y      
JDK-8305934 | N       | N         | Y      
JDK-8305935 | N       | N         | Y      
JDK-8305936 | N       | N         | Y      
JDK-8305937 | N       | N         | Y      
JDK-8305942 | N       | N         | Y      
JDK-8305943 | N       | N         | Y      
JDK-8305944 | N       | N         | Y      
JDK-8305945 | N       | N         | Y      
JDK-8305950 | N       | N         | Y      
JDK-8305958 | N       | N         | Y      
JDK-8305959 | N       | N         | Y      
JDK-8305963 | N       | N         | Y      
JDK-8305966 | N       | N         | Y      
JDK-8305972 | N       | N         | Y      
JDK-8305975 | N       | N         | Y      
JDK-8305977 | Y       | Y         | N      
JDK-8305990 | N       | N         | Y      
JDK-8305993 | N       | N         | Y      
JDK-8305994 | N       | N         | Y      
JDK-8305995 | N       | N         | Y      
JDK-8306006 | N       | N         | Y      
JDK-8306008 | N       | N         | Y      
JDK-8306014 | N       | N         | Y      
JDK-8306015 | N       | N         | Y      
JDK-8306027 | N       | N         | Y      
JDK-8306028 | N       | N         | Y      
JDK-8306029 | N       | N         | Y      
JDK-8306031 | N       | N         | Y      
JDK-8306033 | N       | N         | Y      
JDK-8306034 | N       | N         | Y      
JDK-8306036 | N       | N         | Y      
JDK-8306038 | N       | N         | Y      
JDK-8306042 | N       | N         | Y      
JDK-8306057 | N       | N         | Y      
JDK-8306059 | N       | N         | Y      
JDK-8306060 | N       | N         | Y      
JDK-8306067 | N       | N         | Y      
JDK-8306072 | N       | N         | Y      
JDK-8306075 | N       | N         | Y      
JDK-8306076 | N       | N         | Y      
JDK-8306077 | N       | N         | Y      
JDK-8306111 | N       | N         | Y      
JDK-8306112 | N       | N         | Y      
JDK-8306119 | N       | N         | Y      
JDK-8306123 | N       | N         | Y      
JDK-8306133 | N       | N         | Y      
JDK-8306134 | N       | N         | Y      
JDK-8306135 | N       | N         | Y      
JDK-8306137 | N       | N         | Y      
JDK-8306278 | N       | N         | Y      
JDK-8306279 | N       | N         | Y      
JDK-8306280 | N       | N         | Y      
JDK-8306282 | N       | N         | Y      
JDK-8306284 | N       | N         | Y      
JDK-8306285 | N       | N         | Y      
JDK-8306289 | N       | N         | Y      
JDK-8306302 | N       | N         | Y      
JDK-8306304 | N       | N         | Y      
JDK-8306310 | N       | N         | Y      
JDK-8306320 | N       | N         | Y      
JDK-8306321 | N       | N         | Y      
JDK-8306323 | N       | N         | Y      
JDK-8306326 | N       | N         | Y      
JDK-8306331 | N       | N         | Y      
JDK-8306372 | N       | N         | Y      
JDK-8306374 | N       | N         | Y      
JDK-8306408 | N       | N         | Y      
JDK-8306409 | N       | N         | Y      
JDK-8306428 | N       | N         | Y      
JDK-8306430 | N       | N         | Y      
JDK-8306431 | N       | N         | Y      
JDK-8306432 | N       | N         | Y      
JDK-8306435 | N       | N         | Y      
JDK-8306436 | N       | N         | Y      
JDK-8306440 | N       | N         | Y      
JDK-8306444 | N       | N         | Y      
JDK-8306452 | N       | N         | Y      
JDK-8306456 | N       | N         | Y      
JDK-8306457 | N       | N         | Y      
JDK-8306459 | N       | N         | Y      
JDK-8306460 | N       | N         | Y      
JDK-8306461 | N       | N         | Y      
JDK-8306466 | N       | N         | Y      
JDK-8306467 | N       | N         | Y      
JDK-8306471 | N       | N         | Y      
JDK-8306474 | N       | N         | Y      
JDK-8306476 | N       | N         | Y      
JDK-8306482 | N       | N         | Y      
JDK-8306483 | N       | N         | Y      
JDK-8306484 | N       | N         | Y      
JDK-8306489 | N       | N         | Y      
JDK-8306507 | N       | N         | Y      
JDK-8306510 | N       | N         | Y      
JDK-8306538 | N       | N         | Y      
JDK-8306541 | N       | N         | Y      
JDK-8306543 | N       | N         | Y      
JDK-8306560 | N       | N         | Y      
JDK-8306566 | N       | N         | Y      
JDK-8306572 | N       | N         | Y      
JDK-8306575 | N       | N         | Y      
JDK-8306578 | N       | N         | Y      
JDK-8306581 | N       | N         | Y      
JDK-8306583 | N       | N         | Y      
JDK-8306593 | N       | N         | Y      
JDK-8306597 | N       | N         | Y      
JDK-8306607 | N       | N         | Y      
JDK-8306623 | N       | N         | Y      
JDK-8306634 | N       | N         | Y      
JDK-8306636 | N       | N         | Y      
JDK-8306638 | N       | N         | Y      
JDK-8306640 | N       | N         | Y      
JDK-8306647 | N       | N         | Y      
JDK-8306652 | N       | N         | Y      
JDK-8306654 | N       | N         | Y      
JDK-8306658 | N       | N         | Y      
JDK-8306667 | N       | N         | Y      
JDK-8306672 | N       | N         | Y      
JDK-8306678 | N       | N         | Y      
JDK-8306681 | N       | N         | Y      
JDK-8306682 | N       | N         | Y      
JDK-8306683 | N       | N         | Y      
JDK-8306687 | N       | N         | Y      
JDK-8306695 | N       | N         | Y      
JDK-8306696 | N       | N         | Y      
JDK-8306698 | N       | N         | Y      
JDK-8306703 | N       | N         | Y      
JDK-8306705 | N       | N         | Y      
JDK-8306706 | N       | N         | Y      
JDK-8306711 | N       | N         | Y      
JDK-8306712 | N       | N         | Y      
JDK-8306714 | N       | N         | Y      
JDK-8306718 | N       | N         | Y      
JDK-8306729 | N       | N         | Y      
JDK-8306732 | N       | N         | Y      
JDK-8306733 | N       | N         | Y      
JDK-8306734 | N       | N         | Y      
JDK-8306735 | N       | N         | Y      
JDK-8306738 | N       | N         | Y      
JDK-8306740 | N       | N         | Y      
JDK-8306749 | N       | N         | Y      
JDK-8306752 | N       | N         | Y      
JDK-8306753 | N       | N         | Y      
JDK-8306755 | N       | N         | Y      
JDK-8306758 | N       | N         | Y      
JDK-8306765 | N       | N         | Y      
JDK-8306766 | N       | N         | Y      
JDK-8306770 | N       | N         | Y      
JDK-8306772 | N       | N         | Y      
JDK-8306773 | N       | N         | Y      
JDK-8306774 | N       | N         | Y      
JDK-8306775 | N       | N         | Y      
JDK-8306780 | N       | N         | Y      
JDK-8306806 | N       | N         | Y      
JDK-8306812 | N       | N         | Y      
JDK-8306823 | N       | N         | Y      
JDK-8306825 | N       | N         | Y      
JDK-8306833 | N       | N         | Y      
JDK-8306836 | N       | N         | Y      
JDK-8306838 | N       | N         | Y      
JDK-8306841 | N       | N         | Y      
JDK-8306842 | N       | N         | Y      
JDK-8306843 | N       | N         | Y      
JDK-8306850 | N       | N         | Y      
JDK-8306851 | N       | N         | Y      
JDK-8306855 | N       | N         | Y      
JDK-8306858 | N       | N         | Y      
JDK-8306860 | N       | N         | Y      
JDK-8306871 | N       | N         | Y      
JDK-8306872 | N       | N         | Y      
JDK-8306881 | N       | N         | Y      
JDK-8306883 | N       | N         | Y      
JDK-8306901 | N       | N         | Y      
JDK-8306927 | N       | N         | Y      
JDK-8306929 | N       | N         | Y      
JDK-8306930 | N       | N         | Y      
JDK-8306933 | N       | N         | Y      
JDK-8306940 | N       | N         | Y      
JDK-8306941 | N       | N         | Y      
JDK-8306943 | N       | N         | Y      
JDK-8306946 | N       | N         | Y      
JDK-8306949 | N       | N         | Y      
JDK-8306950 | N       | N         | Y      
JDK-8306951 | N       | N         | Y      
JDK-8306952 | N       | N         | Y      
JDK-8306954 | N       | N         | Y      
JDK-8306955 | N       | N         | Y      
JDK-8306959 | N       | N         | Y      
JDK-8306965 | N       | N         | Y      
JDK-8306966 | N       | N         | Y      
JDK-8306976 | N       | N         | Y      
JDK-8306983 | N       | N         | Y      
JDK-8306992 | N       | N         | Y      
JDK-8306996 | N       | N         | Y      
JDK-8306997 | N       | N         | Y      
JDK-8307005 | N       | N         | Y      
JDK-8307006 | N       | N         | Y      
JDK-8307007 | N       | N         | Y      
JDK-8307058 | N       | N         | Y      
JDK-8307063 | N       | N         | Y      
JDK-8307067 | N       | N         | Y      
JDK-8307068 | N       | N         | Y      
JDK-8307077 | N       | N         | Y      
JDK-8307078 | N       | N         | Y      
JDK-8307079 | N       | N         | Y      
JDK-8307080 | N       | N         | Y      
JDK-8307083 | N       | N         | Y      
JDK-8307088 | N       | N         | Y      
JDK-8307091 | N       | N         | Y      
JDK-8307100 | N       | N         | Y      
JDK-8307103 | N       | N         | Y      
JDK-8307104 | N       | N         | Y      
JDK-8307105 | N       | N         | Y      
JDK-8307106 | N       | N         | Y      
JDK-8307110 | N       | N         | Y      
JDK-8307123 | N       | N         | Y      
JDK-8307125 | N       | N         | Y      
JDK-8307128 | N       | N         | Y      
JDK-8307130 | N       | N         | Y      
JDK-8307131 | N       | N         | Y      
JDK-8307132 | N       | N         | Y      
JDK-8307133 | N       | N         | Y      
JDK-8307134 | N       | N         | Y      
JDK-8307135 | N       | N         | Y      
JDK-8307139 | N       | N         | Y      
JDK-8307147 | N       | N         | Y      
JDK-8307150 | N       | N         | Y      
JDK-8307153 | N       | N         | Y      
JDK-8307156 | N       | N         | Y      
JDK-8307163 | N       | N         | Y      
JDK-8307164 | N       | N         | Y      
JDK-8307165 | N       | N         | Y      
JDK-8307181 | N       | N         | Y      
JDK-8307190 | N       | N         | Y      
JDK-8307194 | N       | N         | Y      
JDK-8307196 | N       | N         | Y      
